"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000310526.1",57.2181563246712,0.139294239480146,0.263739947346288,0.528149948013956,0.597395265740383,0.764493292739721
"ENSG00000243485.6",2.0459551053228,2.63812264579073,1.44716045982421,1.82296484669792,0.068308715263927,NA
"ENSG00000269981.1",2.10210700259483,0.190653568762298,1.29066429735194,0.14771739572673,0.882565802445649,NA
"ENSG00000310527.1",57.2103239395375,0.233877578793114,0.267803014013787,0.873319442107076,0.38248898626678,0.59241936500569
"ENSG00000292994.2",9.42384090334173,-0.0994550786351898,0.609088536292199,-0.163285093560648,0.870293970004265,0.934118397930623
"ENSG00000286448.2",1.31633476751197,-1.97056271790397,1.88255079332891,-1.04675142093745,0.2952142409427,NA
"ENSG00000290385.2",20.9946443700347,0.421889450408383,0.458525149076716,0.920101004836698,0.357519979320765,0.569332628781001
"ENSG00000225880.7",174.58127679641,0.799693101207885,0.170454925627245,4.69152239669902,2.71179579069138e-06,7.02557482609269e-05
"ENSG00000225972.1",21.3293828962943,-0.00380680802669038,0.380050263221019,-0.010016590948857,0.99200805037176,0.995769376028179
"ENSG00000225630.1",161.45597233579,0.126829042777499,0.212239203310132,0.597575946382402,0.550122917918136,0.730608058428107
"ENSG00000237973.1",483.963663150355,0.266169645986635,0.149020794346307,1.78612419262836,0.0740791518291672,0.205857965063483
"ENSG00000229344.1",56.4918030457835,-0.166658571268386,0.254191272189441,-0.655642382340255,0.512054249153731,0.702516412963205
"ENSG00000248527.1",3293.2285646505,-0.0496697788712427,0.21624683427653,-0.229690201187993,0.818332509677169,0.904754774202865
"ENSG00000198744.5",65.7563055421772,-0.28134651500017,0.254092237225397,-1.10726135545257,0.268180947196564,0.478135871923916
"ENSG00000229376.3",5.2798014364609,1.24958188073166,0.785847680103803,1.59010697921332,0.111810693075013,NA
"ENSG00000237491.11",32.4384703164424,0.651471138290468,0.331580810617954,1.96474318606178,0.0494439688435401,0.156508557811088
"ENSG00000177757.3",2.5575481296367,-1.79762767165141,1.25664322597295,-1.43049963147623,0.152573671513659,NA
"ENSG00000228794.13",651.170280722972,0.424275807233862,0.106461140257476,3.98526454073055,6.74049881775371e-05,0.00100950455978058
"ENSG00000297178.1",2.77577283624276,1.35541829745127,1.27409740954173,1.06382627207348,0.287407407441344,NA
"ENSG00000230368.3",1.71027462506413,1.1708944179614,1.57887367106369,0.741601078934049,0.458329069651033,NA
"ENSG00000272438.2",264.104956954642,0.621482998818985,0.141210480204504,4.40111100761741,1.07698005198281e-05,0.000226871598814534
"ENSG00000298603.1",5.02786035521416,1.15504768791529,0.85250214363063,1.35489124167616,0.175452210504975,NA
"ENSG00000223764.3",19.8541997324658,0.786017444018122,0.437276325526176,1.79753029865567,0.0722514725291243,0.202215585320951
"ENSG00000187634.13",12.6721229015535,0.430235585777479,0.617852681411985,0.696340080282984,0.486215878342151,0.681668299512403
